uprn,house name,house number,street,licence start,licence expiry,permitted no of occupiers,address,postcode,licence type,licence reference number
10004001772,,140, Leopold Street,13/06/2024,12/06/2029,6, Loughborough, LE11 5DW,Mandatory HMO licence,CBC-332008921600
100030000000,,48a, Knightthorpe Road,18/07/2023,30/10/2027,5, Loughborough, LE11 4JT,Mandatory HMO licence,CBC-333137276302
100030000000,,88, Leicester Road,29/07/2021,28/07/2026,0, Loughborough, LE11 2AQ,Mandatory HMO licence,CBC-333420032534
10013597188,Block J First Floor Room 1, William Morris Hall ,John Phillips Close,26/12/2024,25/12/2029,7,, LE11 3TQ,Mandatory HMO licence,CBC-334292288750
100030000000,,51, York Road,26/04/2024,25/04/2029,5, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-334396744184
100030000000,,32, York Road,03/04/2024,02/04/2029,5, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-335370583068
100030000000,,43, Park Road,09/03/2022,09/03/2027,0, Loughborough, LE11 2ED,Mandatory HMO licence,CBC-337189209642
100030000000,,74, Frederick Street,09/10/2024,08/10/2029,6, Loughborough, LE11 3BJ,Mandatory HMO licence,CBC-337298855696
100030000000,,51, William Street,13/09/2023,22/01/2028,5, Loughborough, LE11 3BX,Mandatory HMO licence,CBC-338092340129
100030000000,,9, Cotswold Close,14/02/2023,13/02/2028,5, Loughborough, LE11 3AN,Mandatory HMO licence,CBC-339326436548
10070069935,Flat 11, Waterways 27, Derby Road,19/02/2024,18/02/2029,5, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-339431761632
100030000000,,13, Curzon Street,12/09/2024,11/09/2029,5, Loughborough, LE11 3BQ,Mandatory HMO licence,CBC-342093479046
100030000000,,120, Leopold Street,28/07/2021,04/04/2026,0, Loughborough, LE11 5DW,Mandatory HMO licence,CBC-343103139564
100030000000,,45, William Street,09/05/2024,08/05/2029,5, Loughborough, LE11 3BX,Mandatory HMO licence,CBC-344598307750
100030000000,,60, York Road,22/08/2024,21/08/2029,6, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-344792787922
100030000000,,24, Leopold Street,10/10/2024,09/10/2029,5, Loughborough, LE11 5DL,Mandatory HMO licence,CBC-344972306154
100030000000,,30, Coniston Crescent,14/02/2024,13/02/2029,6, Loughborough, LE11 3RH,Mandatory HMO licence,CBC-346355512957
100030000000,,20, Royland Road,11/12/2023,25/04/2028,6, Loughborough, LE11 2EH,Mandatory HMO licence,CBC-346481173013
100030000000,,68, Derby Road,27/04/2023,04/10/2027,5, Loughborough, LE11 5BX,Mandatory HMO licence,CBC-346713479680
100030000000,,16, Radmoor Road,08/11/2023,07/11/2028,7, Loughborough, LE11 3BS,Mandatory HMO licence,CBC-347770377437
100030000000,,1, Boyer Street,02/01/2025,01/01/2030,5, Loughborough, LE11 1DT,Mandatory HMO licence,CBC-348313194667
100030000000,,31, Leopold Street,27/06/2024,26/06/2029,6, Loughborough, LE11 5DL,Mandatory HMO licence,CBC-348924213676
100030000000,,3, Broad Street,13/12/2023,24/04/2028,5, Loughborough, LE11 5AB,Mandatory HMO licence,CBC-353384452261
100030000000,,34, Chestnut Street,04/10/2022,15/03/2027,0, Loughborough, LE11 3BE,Mandatory HMO licence,CBC-354675734836
100030000000,,18, Hastings Street,14/02/2023,13/02/2028,0, Loughborough, LE11 5AX,Mandatory HMO licence,CBC-354764392204
100030000000,,18, York Road,10/10/2023,09/10/2028,5, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-355492217286
10070075054,,25, Rectory Place,08/02/2022,07/02/2027,0, Loughborough, LE11 1UW,Mandatory HMO licence,CBC-356103516686
100030000000,,17, Fearon Street,11/06/2024,10/06/2029,5, Loughborough, LE11 5DG,Mandatory HMO licence,CBC-359984503645
10091073978,Block Kk, William Morris Hall ,Ashby Road,26/12/2024,25/12/2029,6,, LE11 3TQ,Mandatory HMO licence,CBC-360694965370
100030000000,,88, Leopold Street,08/04/2024,07/04/2029,6, Loughborough, LE11 5DN,Mandatory HMO licence,CBC-361383753826
100030000000,,244, Alan Moss Road,25/03/2024,24/03/2029,5, Loughborough, LE11 4NA,Mandatory HMO licence,CBC-362779632611
100030000000,,75, Storer Road,25/03/2024,24/03/2029,5, Loughborough, LE11 5EH,Mandatory HMO licence,CBC-363058085518
100030000000,,18, Ashleigh Drive,27/03/2025,26/03/2030,6, Loughborough, LE11 3HW,Mandatory HMO licence,CBC-364496507566
100030000000,,181, Park Road,26/03/2024,25/03/2029,6, Loughborough, LE11 2HE,Mandatory HMO licence,CBC-365665377963
100030000000,,96, Frederick Street,12/07/2024,11/07/2029,6, Loughborough, LE11 3BJ,Mandatory HMO licence,CBC-365705391883
100030000000,,22, Turner Avenue,25/04/2024,24/04/2029,5, Loughborough, LE11 2DA,Mandatory HMO licence,CBC-367564628967
100030000000,,58, Frederick Street,18/12/2023,17/12/2028,6, Loughborough, LE11 3BJ,Mandatory HMO licence,CBC-368537557398
10023776779,Block H First Floor, Harry French Court ,Ashby Road,03/09/2024,02/09/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-368835247016
100030000000,,37, Granville Street,14/08/2024,13/08/2029,6, Loughborough, LE11 3BL,Mandatory HMO licence,CBC-369092286094
100032000000,Clavering, William Morris Hall ,Ashby Road,27/11/2024,26/11/2029,9,, LE11 3TQ,Mandatory HMO licence,CBC-369605669775
100030000000,,4, Schofield Road,07/03/2024,06/03/2029,6, Loughborough, LE11 4QJ,Mandatory HMO licence,CBC-369820764235
10070069928,Flat 4, Waterways 27, Derby Road,04/03/2024,03/03/2029,5, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-370745838423
100030000000,,4, Caldwell Street,31/08/2023,30/10/2027,6, Loughborough, LE11 3BB,Mandatory HMO licence,CBC-370960301171
100030000000,,42, Paget Street,18/07/2023,17/07/2028,5, Loughborough, LE11 5DS,Mandatory HMO licence,CBC-371207937459
100030000000,,17, Edward Street,15/12/2022,04/09/2027,0, Loughborough, LE11 1QF,Mandatory HMO licence,CBC-371229829938
10008151659,,11, Goods Yard Close,08/05/2024,07/05/2029,5, Loughborough, LE11 5EB,Mandatory HMO licence,CBC-371272499158
100030000000,,18, Radmoor Road,04/07/2023,12/11/2027,6, Loughborough, LE11 3BS,Mandatory HMO licence,CBC-372787102248
100030000000,,49, Station Street,09/01/2025,08/01/2030,5, Loughborough, LE11 5EE,Mandatory HMO licence,CBC-372913222679
100030000000,,91, William Street,18/12/2023,30/03/2028,5, Loughborough, LE11 3BY,Mandatory HMO licence,CBC-374041408455
100030000000,,124, Leopold Street,27/08/2021,22/05/2026,0, Loughborough, LE11 5DW,Mandatory HMO licence,CBC-374147707534
100030000000,,2, Cumberland Road,18/04/2024,17/04/2029,5, Loughborough, LE11 5DE,Mandatory HMO licence,CBC-374326620613
100030000000,,45, Arthur Street,14/02/2023,14/06/2027,0, Loughborough, LE11 3AY,Mandatory HMO licence,CBC-374494309121
100030000000,,32, Arthur Street,24/03/2021,03/10/2025,0, Loughborough, LE11 3AY,Mandatory HMO licence,CBC-377499565849
100030000000,,227, Forest Road,01/03/2024,28/02/2029,6, Loughborough, LE11 3HS,Mandatory HMO licence,CBC-381272932005
10023776784,Block O First Floor, Harry French Court ,Ashby Road,03/09/2024,02/09/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-381998208484
200001000000,East Grove Flat 1 Room A, Harry French Court ,Ashby Road,03/09/2024,02/09/2029,23,, LE11 3UN,Mandatory HMO licence,CBC-382662254498
100030000000,,9, Burns Road,20/12/2023,11/03/2028,5, Loughborough, LE11 4ND,Mandatory HMO licence,CBC-382769228377
10004000845,,38, Adam Dale,16/04/2024,15/04/2029,4, Loughborough, LE11 3HD,Mandatory HMO licence,CBC-384195518783
100030000000,,55, William Street,29/10/2023,28/10/2028,6, Loughborough, LE11 3BX,Mandatory HMO licence,CBC-385568605928
100030000000,,43, Cotswold Close,29/03/2022,28/03/2027,0, Loughborough, LE11 3AN,Mandatory HMO licence,CBC-386642652169
100030000000,,23, Derwent Drive,02/05/2024,01/05/2029,6, Loughborough, LE11 3RJ,Mandatory HMO licence,CBC-386923266288
100030000000,,224, Alan Moss Road,05/03/2024,04/03/2029,5, Loughborough, LE11 4LZ,Mandatory HMO licence,CBC-387024981431
100030000000,,169, Forest Road,08/07/2024,07/07/2029,6, Loughborough, LE11 3HS,Mandatory HMO licence,CBC-387945944540
100030000000,,Condor Manor 200, Ashby Road,19/04/2024,18/04/2029,6, Loughborough, LE11 3AG,Mandatory HMO licence,CBC-391058736563
10004000065,,12, Towles Mill Queens Road,05/01/2023,04/01/2028,0, Loughborough, LE11 1GG,Mandatory HMO licence,CBC-392751789639
100030000000,,76, Hermitage Road,23/05/2024,22/05/2029,6, Loughborough, LE11 4PE,Mandatory HMO licence,CBC-395037088882
100030000000,,73, William Street,25/03/2024,24/03/2029,6, Loughborough, LE11 3BX,Mandatory HMO licence,CBC-395350067340
100030000000,,31, Storer Road,13/12/2023,25/03/2028,8, Loughborough, LE11 5EQ,Mandatory HMO licence,CBC-395836564420
10013597146,Block G First Floor Room 1, William Morris Hall ,John Phillips Close,18/12/2024,17/12/2029,7,, LE11 3TQ,Mandatory HMO licence,CBC-396564911644
100030000000,,17, Gladstone Avenue,27/02/2024,26/02/2029,6, Loughborough, LE11 1NP,Mandatory HMO licence,CBC-396983220321
100030000000,,6, Nanpantan Road,23/08/2022,22/08/2027,0, Loughborough, LE11 3SU,Mandatory HMO licence,CBC-397751223513
10070069925,Flat 1, Waterways 27, Derby Road,19/02/2024,18/02/2029,5, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-399873773627
200001000000,,24, Heathcoat Street,07/05/2024,06/05/2029,10, Loughborough, LE11 3BW,Mandatory HMO licence,CBC-400476192685
100032000000,Ashby Lodge, William Morris Hall ,Ashby Road,18/12/2024,17/12/2029,9, Loughborough, LE11 3TQ,Mandatory HMO licence,CBC-403984827790
100030000000,,147, Ashby Road,15/02/2021,16/12/2025,0, Loughborough, LE11 3AD,Mandatory HMO licence,CBC-404206860318
100030000000,,25, Station Street,07/08/2020,06/08/2025,0, Loughborough, LE11 5ED,Mandatory HMO licence,CBC-404373528768
10004002181,,3, Bridgeland Road,10/10/2024,09/10/2029,6, Loughborough, LE11 1GE,Mandatory HMO licence,CBC-406333182528
100030000000,,72, Frederick Street,30/11/2021,29/11/2026,0, Loughborough, LE11 3BJ,Mandatory HMO licence,CBC-409996653730
10004002183,,7, Bridgeland Road,10/10/2024,09/10/2029,6, Loughborough, LE11 1GE,Mandatory HMO licence,CBC-414001575364
100030000000,,70, Derby Road,07/03/2024,06/03/2029,5, Loughborough, LE11 5BX,Mandatory HMO licence,CBC-415032254134
100030000000,,2, Berkeley Road,23/05/2024,22/05/2029,6, Loughborough, LE11 3SJ,Mandatory HMO licence,CBC-415785466803
10091073971,Block Cc, William Morris Hall ,Ashby Road,27/11/2024,26/11/2029,6,, LE11 3TQ,Mandatory HMO licence,CBC-416104241566
100030000000,,30, Paget Street,23/08/2022,22/08/2027,0, Loughborough, LE11 5DS,Mandatory HMO licence,CBC-418766824171
100030000000,,134, Sharpley Road,28/03/2024,27/03/2029,5, Loughborough, LE11 4PW,Mandatory HMO licence,CBC-421072300742
100030000000,,31, Oxford Street,08/07/2020,08/07/2025,0, Loughborough, LE11 5DP,Mandatory HMO licence,CBC-421120483660
100030000000,,16, Burleigh Road,28/03/2024,27/03/2029,5, Loughborough, LE11 3BA,Mandatory HMO licence,CBC-425441431986
200001000000,,Flat 2 111, Ashby Road,12/07/2024,11/07/2029,7, Loughborough, LE11 3AB,Mandatory HMO licence,CBC-425664694370
10013598066,New Block L Second Floor Flat 1, William Morris Hall ,Ashby Road,30/12/2024,29/12/2029,5,, LE11 3TQ,Mandatory HMO licence,CBC-426074537180
100030000000,,1, Lewis Road,22/03/2024,21/03/2029,7, Loughborough, LE11 5JQ,Mandatory HMO licence,CBC-426702292357
100030000000,,30, York Road,03/04/2024,02/04/2029,5, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-433041102405
100030000000,,35, York Road,13/06/2023,04/11/2027,5, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-433840249223
100030000000,,40, Arthur Street,20/12/2022,13/07/2027,0, Loughborough, LE11 3AY,Mandatory HMO licence,CBC-435093133550
10004000064,,11, Towles Mill Queens Road,27/02/2024,26/02/2029,6, Loughborough, LE11 1GG,Mandatory HMO licence,CBC-435334738951
100030000000,,55, Broad Street,09/05/2024,08/05/2029,6, Loughborough, LE11 5AB,Mandatory HMO licence,CBC-436404445128
10004000716,,29, Kingfisher Way,08/12/2022,10/05/2027,0, Loughborough, LE11 3NF,Mandatory HMO licence,CBC-438997730428
100030000000,,2, Edward Street,15/03/2021,14/03/2026,0, Loughborough, LE11 1QF,Mandatory HMO licence,CBC-439562528168
10013598050,New Block L Ground Floor Flat 1, William Morris Hall ,Ashby Road,30/12/2024,29/12/2029,5,, LE11 3TQ,Mandatory HMO licence,CBC-440907580853
100030000000,,54, Gracedieu Road,11/04/2024,10/04/2029,6, Loughborough, LE11 4QG,Mandatory HMO licence,CBC-442912337743
100030000000,,1, Outwoods Avenue,23/02/2024,22/02/2029,8, Loughborough, LE11 3LP,Mandatory HMO licence,CBC-446877835067
100030000000,,13, Cotswold Close,02/04/2024,01/04/2029,6, Loughborough, LE11 3AN,Mandatory HMO licence,CBC-447597126517
10095778452,Flat 2,12, Packe Street,25/09/2023,24/09/2028,6, Loughborough, LE11 3EZ,Mandatory HMO licence,CBC-448142861482
10013598002,New Block J Ground Floor Flat 1, William Morris Hall ,Ashby Road,08/01/2025,07/01/2030,5,, LE11 3TQ,Mandatory HMO licence,CBC-448750111146
10023776773,Block S Ground Floor, Harry French Court ,Ashby Road,10/06/2024,09/06/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-449883402171
100030000000,,14, York Road,20/01/2021,20/01/2026,0, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-451196816343
100030000000,,43, Blackbrook Road,14/02/2024,13/02/2029,6, Loughborough, LE11 4PY,Mandatory HMO licence,CBC-451539171070
100030000000,,20, Arthur Street,12/07/2022,10/10/2026,0, Loughborough, LE11 3AY,Mandatory HMO licence,CBC-452032550289
100030000000,,35, Hastings Street,12/05/2020,12/05/2025,0, Loughborough, LE11 5AX,Mandatory HMO licence,CBC-454217162755
100030000000,,9, Cumberland Road,04/07/2024,03/07/2029,6, Loughborough, LE11 5DE,Mandatory HMO licence,CBC-454397861481
100030000000,,28, Curzon Street,04/12/2020,24/07/2025,0, Loughborough, LE11 3BQ,Mandatory HMO licence,CBC-455605981738
10094172893,Flat 1 21,21, Market Place,29/01/2021,29/01/2026,5, Loughborough, LE11 3EB,Mandatory HMO licence,CBC-455846235199
10070069916,Flat 1, Waterways 23, Derby Road,19/02/2024,18/02/2029,5, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-456945029215
100030000000,,43, Kirkstone Drive,18/06/2021,17/06/2026,5, Loughborough, LE11 3RN,Mandatory HMO licence,CBC-461860651163
10013597604,Room 25, Oak Lodge 188b, Ashby Road,06/06/2024,05/06/2029,8,, LE11 3AG,Mandatory HMO licence,CBC-461934659624
100030000000,,63, Leopold Street,21/09/2023,18/12/2027,6, Loughborough, LE11 5DN,Mandatory HMO licence,CBC-463540768328
100030000000,,18, Byron Street Extension,29/05/2024,28/05/2029,7, Loughborough, LE11 5HE,Mandatory HMO licence,CBC-463833287487
100030000000,,28, York Road,23/04/2021,30/12/2025,0, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-464007185382
100030000000,,98, Leopold Street,29/02/2024,28/02/2029,5, Loughborough, LE11 5DW,Mandatory HMO licence,CBC-464463667128
100030000000,,95, Storer Road,15/02/2021,25/07/2025,0, Loughborough, LE11 5EH,Mandatory HMO licence,CBC-465472017536
100030000000,,21, Leopold Street,09/03/2022,27/09/2026,0, Loughborough, LE11 5DL,Mandatory HMO licence,CBC-466856620310
10004000849,,42, Adam Dale,21/02/2024,20/02/2029,5, Loughborough, LE11 3HD,Mandatory HMO licence,CBC-467689568510
100030000000,,30, Royland Road,28/03/2024,27/03/2029,5, Loughborough, LE11 2EH,Mandatory HMO licence,CBC-468698686434
100030000000,,14, Arthur Street,15/02/2024,14/02/2029,6, Loughborough, LE11 3AY,Mandatory HMO licence,CBC-468698738441
10013597181,Block J Ground Floor Room 1, William Morris Hall ,John Phillips Close,18/12/2024,17/12/2029,7,, LE11 3TQ,Mandatory HMO licence,CBC-469532623968
10013597806,"Room C Flat 43, Block E", The Holt ,Holt Drive,27/11/2024,26/11/2029,6,, LE11 3JB,Mandatory HMO licence,CBC-471269176931
100030000000,,57, Frederick Street,10/10/2023,09/10/2028,6, Loughborough, LE11 3BH,Mandatory HMO licence,CBC-471768749739
100030000000,,101, Ratcliffe Road,16/04/2024,15/04/2029,6, Loughborough, LE11 1LG,Mandatory HMO licence,CBC-473776107703
100030000000,,1, Burleigh Road,07/09/2023,26/12/2027,5, Loughborough, LE11 3BA,Mandatory HMO licence,CBC-473903720200
10008151649,,3, Wheel Tappers Way,02/05/2024,01/05/2029,5, Loughborough, LE11 5EA,Mandatory HMO licence,CBC-474016161275
100030000000,,222, Alan Moss Road,15/11/2023,14/11/2028,5, Loughborough, LE11 4LZ,Mandatory HMO licence,CBC-474106275390
100030000000,,3, Haydon Road,27/11/2024,26/11/2029,6, Loughborough, LE11 5QQ,Mandatory HMO licence,CBC-478748439629
100030000000,,178, Park Road,30/05/2024,29/05/2029,5, Loughborough, LE11 2HJ,Mandatory HMO licence,CBC-480675190199
100030000000,,32, Wharncliffe Road,07/05/2021,06/05/2026,0, Loughborough, LE11 1SN,Mandatory HMO licence,CBC-481556294204
10004000862,,4, Goldfinch Close,20/12/2023,19/12/2028,6, Loughborough, LE11 3HG,Mandatory HMO licence,CBC-482041852529
100030000000,,97, Toothill Road,08/08/2024,07/08/2029,5, Loughborough, LE11 1PN,Mandatory HMO licence,CBC-482956714533
10012189550,,18a, The Rushes,18/03/2024,17/03/2029,8, Loughborough, LE11 5BE,Mandatory HMO licence,CBC-483148790922
100030000000,,27, Heathcoat Street,15/04/2025,14/04/2030,5, Loughborough, LE11 3BW,Mandatory HMO licence,CBC-484932724414
100030000000,,54, York Road,25/03/2024,24/03/2029,5, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-484977062099
100030000000,,127, Park Road,05/03/2025,04/03/2030,7, Loughborough, LE11 2HD,Mandatory HMO licence,CBC-484993794993
10023776757,Block B Ground Floor, Harry French Court ,Ashby Road,10/06/2024,09/06/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-485511401758
10023776766,Block K Ground Floor, Harry French Court ,Ashby Road,03/09/2024,02/09/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-489092644706
10004000722,,41, Kingfisher Way,28/02/2024,27/02/2029,5, Loughborough, LE11 3NF,Mandatory HMO licence,CBC-490386193156
100030000000,,55, Storer Road,25/03/2024,24/03/2029,6, Loughborough, LE11 5EH,Mandatory HMO licence,CBC-490845505361
100030000000,,4, Garendon Road,11/04/2024,10/04/2029,6, Loughborough, LE11 4QD,Mandatory HMO licence,CBC-491534512756
10004000847,,40, Adam Dale,15/03/2021,14/03/2026,0, Loughborough, LE11 3HD,Mandatory HMO licence,CBC-492463579805
100030000000,,34, Beacon Road,16/04/2024,15/04/2029,6, Loughborough, LE11 2BQ,Mandatory HMO licence,CBC-493178344694
100030000000,,8, Garendon Road,11/04/2024,10/04/2029,5, Loughborough, LE11 4QD,Mandatory HMO licence,CBC-493674125202
200001000000,,Flat 1 111, Ashby Road,12/07/2024,11/07/2029,7, Loughborough, LE11 3AB,Mandatory HMO licence,CBC-494046571917
100030000000,,8, Curzon Street,07/09/2023,01/11/2027,5, Loughborough, LE11 3BQ,Mandatory HMO licence,CBC-494776730529
100030000000,,89, Limehurst Avenue,02/04/2024,01/04/2029,6, Loughborough, LE11 1PE,Mandatory HMO licence,CBC-494858254830
10023776658,Flat 11 Block A, The Holt ,Holt Drive,27/11/2024,26/11/2029,5,, LE11 3JB,Mandatory HMO licence,CBC-497275511244
10004000866,,8, Goldfinch Close,19/02/2025,18/02/2030,6, Loughborough, LE11 3HG,Mandatory HMO licence,CBC-497483360819
100030000000,,34, Oxford Street,29/04/2024,28/04/2029,5, Loughborough, LE11 5DR,Mandatory HMO licence,CBC-497707872438
10013597447,Room 1, Cedar Lodge 186a, Ashby Road,10/06/2024,09/06/2029,8,, LE11 3AG,Mandatory HMO licence,CBC-501890332475
100030000000,,5, Cumberland Road,20/07/2023,19/07/2028,7, Loughborough, LE11 5DE,Mandatory HMO licence,CBC-502562833807
10004000800,,6, Wren Close,02/12/2020,24/07/2025,7, Loughborough, LE11 3HL,Mandatory HMO licence,CBC-503065645391
10023776676,Flat 29 Block C, The Holt ,Holt Drive,21/02/2024,20/02/2029,6,, LE11 3JB,Mandatory HMO licence,CBC-503096347096
100030000000,,67, Lansdowne Drive,20/02/2024,19/02/2029,5, Loughborough, LE11 2BX,Mandatory HMO licence,CBC-504812672193
10023776250,,Flat 72, Wanlip Road,18/12/2024,17/12/2029,5,, LE7 1PB,Mandatory HMO licence,CBC-505207236082
10008150828,,26a, Havelock Street,12/07/2024,11/07/2029,6, Loughborough, LE11 5DH,Mandatory HMO licence,CBC-505744023740
100030000000,,83, Paget Street,30/08/2023,11/08/2027,5, Loughborough, LE11 5DT,Mandatory HMO licence,CBC-506791647755
100030000000,,20, George Street,10/05/2023,09/05/2028,5, Loughborough, LE11 5DQ,Mandatory HMO licence,CBC-508257142184
100030000000,,71, Holywell Drive,08/04/2024,07/04/2029,6, Loughborough, LE11 3JX,Mandatory HMO licence,CBC-508382150968
