Licence type,Licence reference number,Property address,UPRN,Licence start date,Licence end date,Maximum permitted occupants
Additional HMO licence,CBC-938969036018,"78, Paget Street, Loughborough, LE11 5DT",1.0003E+11,05/03/2024,04/03/2029,4
Additional HMO licence,CBC-662283377829,"81, Paget Street, Loughborough, LE11 5DT",1.0003E+11,07/03/2024,06/03/2029,4
Additional HMO licence,CBC-066210331638,"359, New Ashby Road, Loughborough, LE11 4ET",1.0003E+11,23/10/2023,22/10/2028,4
Additional HMO licence,CBC-414635836847,"121, Paget Street, Loughborough, LE11 5DU",1.0003E+11,14/03/2024,13/03/2029,3
Additional HMO licence,CBC-170553447373,"134, Paget Street, Loughborough, LE11 5DU",1.0003E+11,19/04/2024,18/04/2029,3
Additional HMO licence,CBC-599803701713,"142, Paget Street, Loughborough, LE11 5DU",1.0003E+11,11/03/2024,10/03/2029,3
Additional HMO licence,CBC-333266899401,"99, Park Road, Loughborough, LE11 2HD",1.0003E+11,21/12/2023,20/12/2028,4
Additional HMO licence,CBC-865681584777,"11a, Park Road, Loughborough, LE11 2ED",1.0003E+11,29/02/2024,28/02/2029,4
Additional HMO licence,CBC-369333675316,"4, Parklands Drive, Loughborough, LE11 2TB",1.0003E+11,11/03/2024,10/03/2029,3
Additional HMO licence,CBC-181661305772,"61, Queens Road, Loughborough, LE11 1HA",1.0003E+11,08/03/2024,07/03/2029,4
Additional HMO licence,CBC-657920844167,"92, Rydal Avenue, Loughborough, LE11 3RX",1.0003E+11,05/03/2024,04/03/2029,4
Additional HMO licence,CBC-158668864426,"14, Station Street, Loughborough, LE11 5ED",1.0003E+11,20/12/2023,19/12/2028,4
Additional HMO licence,CBC-420740647352,"24, Station Street, Loughborough, LE11 5ED",1.0003E+11,11/03/2024,10/03/2029,3
Additional HMO licence,CBC-807683399092,"26, Station Street, Loughborough, LE11 5ED",1.0003E+11,18/09/2024,17/09/2029,6
Additional HMO licence,CBC-433242781645,"50, Station Street, Loughborough, LE11 5EE",1.0003E+11,15/02/2024,14/02/2029,3
Additional HMO licence,CBC-678786131787,"63, Station Street, Loughborough, LE11 5EE",1.0003E+11,07/03/2024,06/03/2029,4
Additional HMO licence,CBC-394632524105,"93, Station Street, Loughborough, LE11 5EF",1.0003E+11,29/02/2024,28/02/2029,3
Additional HMO licence,CBC-798238322078,"127, Station Street, Loughborough, LE11 5EG",1.0003E+11,19/02/2024,18/02/2029,3
Additional HMO licence,CBC-948247275260,"14, Stirling Avenue, Loughborough, LE11 4LJ",1.0003E+11,02/11/2023,01/11/2028,4
Additional HMO licence,CBC-467052123414,"49, Rosebery Street, Loughborough, LE11 5DX",1.0003E+11,17/10/2023,16/10/2028,4
Additional HMO licence,CBC-617927254622,"16, Rosebery Street, Loughborough, LE11 5DX",1.0003E+11,06/03/2024,05/03/2029,4
Additional HMO licence,CBC-555884809660,"31, Rosebery Street, Loughborough, LE11 5DX",1.0003E+11,22/04/2024,21/04/2029,3
Additional HMO licence,CBC-208868126042,"69, William Street, Loughborough, LE11 3BX",1.0003E+11,17/10/2023,16/10/2028,4
Additional HMO licence,CBC-431013726023,"45, York Road, Loughborough, LE11 3DA",1.0003E+11,23/07/2024,22/07/2029,4
Additional HMO licence,CBC-901221160010,"47, Kingfisher Way, Loughborough, LE11 3NF",10004000725,06/11/2023,05/11/2028,4
Additional HMO licence,CBC-137220802307,"9, Robin Mews, Loughborough, LE11 3HJ",10004000790,03/04/2024,02/04/2029,4
Additional HMO licence,CBC-900960047268,"16, Wren Close, Loughborough, LE11 3HL",10004000807,05/03/2025,04/03/2030,4
Additional HMO licence,CBC-062602505059,"23, Adam Dale, Loughborough, LE11 3HD",10004000830,11/01/2024,10/01/2029,3
Additional HMO licence,CBC-793481602178,"12, Goldfinch Close, Loughborough, LE11 3HG",10004000870,28/03/2024,27/03/2029,4
Additional HMO licence,CBC-862111513415,"14, Goldfinch Close, Loughborough, LE11 3HG",10004000871,05/03/2024,04/03/2029,4
Additional HMO licence,CBC-955659052798,"19, Goldfinch Close, Loughborough, LE11 3HG",10004000876,18/12/2023,17/12/2028,4
Additional HMO licence,CBC-926302629437,"63, Havelock Street, Loughborough, LE11 5DH",10004000959,09/01/2025,08/01/2030,4
Additional HMO licence,CBC-742084297533,"27, Goods Yard Close, Loughborough, LE11 5EB",10008151666,11/03/2024,10/03/2029,4
Additional HMO licence,CBC-727333421725,"94, Gracedieu Road, Loughborough, LE11 4QG",10070066735,16/02/2024,15/02/2029,4
Additional HMO licence,CBC-617647546535,"22, Dalby Avenue, Leicester, LE4 4FQ",1.0003E+11,25/03/2024,24/03/2029,3
Additional HMO licence,CBC-627874585756,"25, Ashleigh Drive, Loughborough, LE11 3HN",1.0003E+11,31/10/2023,30/10/2028,4
Additional HMO licence,CBC-691564913390,"182, Alan Moss Road, Loughborough, LE11 4LZ",1.0003E+11,11/03/2024,10/03/2029,4
Additional HMO licence,CBC-886963473795,"229, Alan Moss Road, Loughborough, LE11 4LT",1.0003E+11,15/05/2024,14/05/2029,4
Additional HMO licence,CBC-192435878545,"13, Arthur Street, Loughborough, LE11 3AY",1.0003E+11,04/04/2024,03/04/2029,3
Additional HMO licence,CBC-359594493320,"21, Albert Street, Loughborough, LE11 2DW",1.0003E+11,25/03/2024,24/03/2029,4
Additional HMO licence,CBC-553699264369,"5, Ashby Crescent, Loughborough, LE11 4ES",1.0003E+11,08/03/2024,07/03/2029,4
Additional HMO licence,CBC-314477933513,"7, Ashby Crescent, Loughborough, LE11 4ES",1.0003E+11,21/05/2024,20/05/2029,4
Additional HMO licence,CBC-809215595441,"213, Ashby Road, Loughborough, LE11 3AD",1.0003E+11,14/03/2024,13/03/2029,4
Additional HMO licence,CBC-026977984151,"2, Browns Lane, Loughborough, LE11 3HE",1.0003E+11,21/12/2023,20/12/2028,4
Additional HMO licence,CBC-620696885542,"10, Blake Drive, Loughborough, LE11 5JG",1.0003E+11,08/01/2024,07/01/2029,4
Additional HMO licence,CBC-634855290303,"79, Beacon Road, Loughborough, LE11 2BG",1.0003E+11,08/11/2023,07/11/2028,4
Additional HMO licence,CBC-422930666561,"22, Broad Street, Loughborough, LE11 5AB",1.0003E+11,13/03/2024,12/03/2029,3
Additional HMO licence,CBC-359238043314,"17, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,04/11/2023,03/11/2028,4
Additional HMO licence,CBC-702680965435,"18, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,07/03/2024,06/03/2029,4
Additional HMO licence,CBC-886593881273,"20, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,07/03/2024,06/03/2029,4
Additional HMO licence,CBC-581697381761,"26, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,07/03/2024,06/03/2029,6
Additional HMO licence,CBC-730567233809,"119, Derby Road, Loughborough, LE11 5AE",1.0003E+11,05/02/2024,04/02/2029,4
Additional HMO licence,CBC-186122154871,"53, Cumberland Road, Loughborough, LE11 5DE",1.0003E+11,17/10/2023,16/10/2028,3
Additional HMO licence,CBC-608453042289,"21, Curzon Street, Loughborough, LE11 3BQ",1.0003E+11,12/02/2024,11/02/2029,4
Additional HMO licence,CBC-726640260893,"14, Edelin Road, Loughborough, LE11 2HP",1.0003E+11,31/10/2023,30/10/2028,3
Additional HMO licence,CBC-837808363842,"35, Hermitage Road, Loughborough, LE11 4PA",1.0003E+11,28/03/2024,27/03/2029,4
Additional HMO licence,CBC-567935331519,"37, Gladstone Street, Loughborough, LE11 1NR",1.0003E+11,14/03/2024,13/03/2029,4
Additional HMO licence,CBC-825244668877,"46, Gladstone Street, Loughborough, LE11 1NS",1.0003E+11,25/03/2024,24/03/2029,4
Additional HMO licence,CBC-579522174573,"24, Havelock Street, Loughborough, LE11 5DH",1.0003E+11,27/02/2024,26/02/2029,3
Additional HMO licence,CBC-611353865455,"43, Havelock Street, Loughborough, LE11 5DH",1.0003E+11,13/03/2024,12/03/2029,3
Additional HMO licence,CBC-558954833455,"49, Havelock Street, Loughborough, LE11 5DH",1.0003E+11,17/10/2023,16/10/2028,4
Additional HMO licence,CBC-345085009513,"21, Heathcoat Street, Loughborough, LE11 3BW",1.0003E+11,06/03/2024,05/03/2029,4
Additional HMO licence,CBC-969436069764,"6, Garton Road, Loughborough, LE11 2DY",1.0003E+11,22/04/2024,21/04/2029,4
Additional HMO licence,CBC-097672754246,"18, Granville Street, Loughborough, LE11 3BN",1.0003E+11,07/03/2024,06/03/2029,4
Additional HMO licence,CBC-045117391779,"5, George Street, Loughborough, LE11 5DQ",1.0003E+11,05/04/2024,04/04/2029,4
Additional HMO licence,CBC-329362724154,"10, George Street, Loughborough, LE11 5DQ",1.0003E+11,22/04/2024,21/04/2029,4
Additional HMO licence,CBC-830005016949,"53, Granville Street, Loughborough, LE11 3BL",1.0003E+11,14/02/2024,13/02/2029,3
Additional HMO licence,CBC-403979321629,"51, Holywell Drive, Loughborough, LE11 3JU",1.0003E+11,12/09/2024,11/09/2029,4
Additional HMO licence,CBC-659982492958,"108, Holywell Drive, Loughborough, LE11 3JZ",1.0003E+11,10/10/2023,09/10/2028,4
Additional HMO licence,CBC-289771265008,"34, Howard Street, Loughborough, LE11 1PD",1.0003E+11,12/03/2024,11/03/2029,4
Additional HMO licence,CBC-502456556229,"99, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,06/03/2024,05/03/2029,3
Additional HMO licence,CBC-220783922914,"103, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,12/03/2024,11/03/2029,4
Additional HMO licence,CBC-976149233849,"39a, Leopold Street, Loughborough, LE11 5DL",1.0003E+11,18/03/2024,17/03/2029,3
Additional HMO licence,CBC-182057320305,"49, Leopold Street, Loughborough, LE11 5DN",1.0003E+11,11/04/2024,10/04/2029,3
Additional HMO licence,CBC-605367842629,"5, Oxford Street, Loughborough, LE11 5DP",1.0003E+11,30/01/2025,29/01/2030,4
Additional HMO licence,CBC-507199359602,"19, Paget Street, Loughborough, LE11 5DS",1.0003E+11,25/03/2024,24/03/2029,4
Additional HMO licence,CBC-848043756900,"80, Paget Street, Loughborough, LE11 5DT",1.0003E+11,07/03/2024,06/03/2029,4
Additional HMO licence,CBC-460512255550,"385, New Ashby Road, Loughborough, LE11 4ET",1.0003E+11,08/02/2024,07/02/2029,3
Additional HMO licence,CBC-272456354531,"405, New Ashby Road, Loughborough, LE11 4ET",1.0003E+11,06/03/2024,05/03/2029,4
Additional HMO licence,CBC-789924923538,"108, Paget Street, Loughborough, LE11 5DU",1.0003E+11,12/03/2024,11/03/2029,4
Additional HMO licence,CBC-365666224122,"117, Paget Street, Loughborough, LE11 5DU",1.0003E+11,29/04/2024,28/04/2029,3
Additional HMO licence,CBC-794948585288,"131, Paget Street, Loughborough, LE11 5DU",1.0003E+11,04/03/2024,03/03/2029,3
Additional HMO licence,CBC-119537187134,"41a, Park Road, Loughborough, LE11 2ED",1.0003E+11,14/03/2024,13/03/2029,4
Additional HMO licence,CBC-084907385795,"247, Park Road, Loughborough, LE11 2HE",1.0003E+11,11/03/2024,10/03/2029,4
Additional HMO licence,CBC-188321840046,"56, Rendell Street, Loughborough, LE11 1LL",1.0003E+11,10/10/2024,09/10/2029,4
Additional HMO licence,CBC-863848851404,"21, Station Street, Loughborough, LE11 5ED",1.0003E+11,09/05/2024,08/05/2029,3
Additional HMO licence,CBC-070327481558,"52, Station Street, Loughborough, LE11 5EE",1.0003E+11,19/02/2024,18/02/2029,3
Additional HMO licence,CBC-586398730971,"55, Station Street, Loughborough, LE11 5EE",1.0003E+11,20/02/2024,19/02/2029,3
Additional HMO licence,CBC-674941512018,"60, Station Street, Loughborough, LE11 5EE",1.0003E+11,28/10/2023,27/10/2028,4
Additional HMO licence,CBC-513107992593,"100, Station Street, Loughborough, LE11 5EG",1.0003E+11,08/03/2024,07/03/2029,4
Additional HMO licence,CBC-191934770219,"112, Station Street, Loughborough, LE11 5EG",1.0003E+11,18/12/2023,17/12/2028,4
Additional HMO licence,CBC-366903224340,"109, Storer Road, Loughborough, LE11 5EH",1.0003E+11,14/03/2024,13/03/2029,4
Additional HMO licence,CBC-965158842450,"111, Storer Road, Loughborough, LE11 5EH",1.0003E+11,11/03/2024,10/03/2029,4
Additional HMO licence,CBC-034790425463,"151, Sharpley Road, Loughborough, LE11 4PL",1.0003E+11,11/01/2024,10/01/2029,3
Additional HMO licence,CBC-335000215691,"181, Sharpley Road, Loughborough, LE11 4PL",1.0003E+11,03/04/2024,02/04/2029,4
Additional HMO licence,CBC-732778344672,"6, Rosebery Street, Loughborough, LE11 5DX",1.0003E+11,07/03/2024,06/03/2029,4
Additional HMO licence,CBC-854358209475,"184, Sharpley Road, Loughborough, LE11 4PW",1.0003E+11,18/03/2024,17/03/2029,3
Additional HMO licence,CBC-233637948573,"19, Shelthorpe Road, Loughborough, LE11 2PB",1.0003E+11,15/02/2024,14/02/2029,4
Additional HMO licence,CBC-778366527723,"34, Royland Road, Loughborough, LE11 2EH",1.0003E+11,01/01/2025,31/12/2029,4
Additional HMO licence,CBC-802735595485,"48, Toothill Road, Loughborough, LE11 1PW",1.0003E+11,02/05/2024,01/05/2029,4
Additional HMO licence,CBC-685991415493,"19, Kingfisher Way, Loughborough, LE11 3NF",10004000711,05/04/2024,04/04/2029,5
Additional HMO licence,CBC-121167721002,"27, Edward Street, Loughborough, LE11 1QF",1.0003E+11,17/04/2024,16/04/2029,4
Additional HMO licence,CBC-140331676644,"6, Adam Dale, Loughborough, LE11 3HD",10004000814,05/04/2024,04/04/2029,4
Additional HMO licence,CBC-047992911721,"16, Goldfinch Close, Loughborough, LE11 3HG",10004000873,28/03/2024,27/03/2029,4
Additional HMO licence,CBC-619391995164,"60, Orchard Road, Leicester, LE4 4GE",1.0003E+11,09/05/2024,08/05/2029,3
Additional HMO licence,CBC-437617450097,"1, Bampton Street, Loughborough, LE11 2DR",1.0003E+11,19/03/2024,18/03/2029,4
Additional HMO licence,CBC-374544896335,"37, Alan Moss Road, Loughborough, LE11 5LR",1.0003E+11,19/03/2024,18/03/2029,4
Additional HMO licence,CBC-260480667203,"82, Alan Moss Road, Loughborough, LE11 5LY",1.0003E+11,21/12/2023,20/12/2028,4
Additional HMO licence,CBC-144249341164,"102, Alan Moss Road, Loughborough, LE11 5LY",1.0003E+11,08/03/2024,07/03/2029,4
Additional HMO licence,CBC-113254895017,"120, Alan Moss Road, Loughborough, LE11 5LY",1.0003E+11,23/10/2023,22/10/2028,4
Additional HMO licence,CBC-123393885010,"186, Alan Moss Road, Loughborough, LE11 4LZ",1.0003E+11,16/04/2024,15/04/2029,4
Additional HMO licence,CBC-995704020108,"92a, Ashby Road, Loughborough, LE11 3AE",1.0003E+11,05/11/2023,04/11/2028,5
Additional HMO licence,CBC-380003265680,"17, Beacon Avenue, Loughborough, LE11 3HP",1.0003E+11,08/11/2023,07/11/2028,4
Additional HMO licence,CBC-991806862030,"4, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,15/01/2024,14/01/2029,4
Additional HMO licence,CBC-474500181396,"8, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,28/03/2024,27/03/2029,4
Additional HMO licence,CBC-566123385909,"9, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,04/11/2023,03/11/2028,4
Additional HMO licence,CBC-778559684140,"10, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,11/03/2024,10/03/2029,4
Additional HMO licence,CBC-030279951398,"12, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,07/03/2024,06/03/2029,4
Additional HMO licence,CBC-061179422641,"19, Cumberland Road, Loughborough, LE11 5DE",1.0003E+11,22/02/2024,21/02/2029,3
Additional HMO licence,CBC-524479021791,"59, Cumberland Road, Loughborough, LE11 5DE",1.0003E+11,22/04/2024,21/04/2029,4
Additional HMO licence,CBC-576184195549,"18, Durham Road, Loughborough, LE11 5UA",1.0003E+11,16/04/2024,15/04/2029,3
Additional HMO licence,CBC-391829991613,"9, Fearon Street, Loughborough, LE11 5DG",1.0003E+11,15/11/2023,14/11/2028,4
Additional HMO licence,CBC-216139463632,"25, Fearon Street, Loughborough, LE11 5DG",1.0003E+11,29/02/2024,28/02/2029,4
Additional HMO licence,CBC-822944993525,"12, Hastings Street, Loughborough, LE11 5AX",1.0003E+11,27/02/2024,26/02/2029,4
Additional HMO licence,CBC-462314673934,"32, Havelock Street, Loughborough, LE11 5DH",1.0003E+11,26/03/2024,25/03/2029,4
Additional HMO licence,CBC-931514136949,"42, Granville Street, Loughborough, LE11 3BN",1.0003E+11,28/10/2023,27/10/2028,4
Additional HMO licence,CBC-129290364220,"58, Granville Street, Loughborough, LE11 3BN",1.0003E+11,10/03/2024,09/03/2029,4
Additional HMO licence,CBC-448994179106,"75, Leopold Street, Loughborough, LE11 5DN",1.0003E+11,28/10/2023,27/10/2028,4
Additional HMO licence,CBC-178760008092,"107, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,22/02/2024,21/02/2029,4
Additional HMO licence,CBC-849567513754,"108, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,21/03/2024,20/03/2029,4
Additional HMO licence,CBC-980860950965,"109, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,01/05/2024,30/04/2029,3
Additional HMO licence,CBC-835721156134,"19, Leopold Street, Loughborough, LE11 5DL",1.0003E+11,08/03/2024,07/03/2029,3
Additional HMO licence,CBC-470330046403,"27, Leopold Street, Loughborough, LE11 5DL",1.0003E+11,31/10/2023,30/10/2028,4
Additional HMO licence,CBC-809156258855,"125, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,26/04/2024,25/04/2029,3
Additional HMO licence,CBC-473370454559,"129, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,04/04/2024,03/04/2029,4
Additional HMO licence,CBC-621973773464,"131, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,08/11/2023,07/11/2028,3
Additional HMO licence,CBC-008486685224,"13, Oxford Street, Loughborough, LE11 5DP",1.0003E+11,12/03/2024,11/03/2029,3
Additional HMO licence,CBC-951196572185,"24, Oxford Street, Loughborough, LE11 5DR",1.0003E+11,15/12/2023,14/12/2028,3
Additional HMO licence,CBC-289094718174,"48, Oxford Street, Loughborough, LE11 5DR",1.0003E+11,23/02/2024,22/02/2029,4
Additional HMO licence,CBC-941314409458,"58, Oxford Street, Loughborough, LE11 5DR",1.0003E+11,14/06/2024,13/06/2029,4
Additional HMO licence,CBC-275126733465,"69, Oxford Street, Loughborough, LE11 5DP",1.0003E+11,25/03/2024,24/03/2029,4
Additional HMO licence,CBC-332294660495,"17, Paget Street, Loughborough, LE11 5DS",1.0003E+11,04/03/2024,03/03/2029,4
Additional HMO licence,CBC-352955899919,"26, Paget Street, Loughborough, LE11 5DS",1.0003E+11,06/03/2024,05/03/2029,4
Additional HMO licence,CBC-564239527661,"32, Paget Street, Loughborough, LE11 5DS",1.0003E+11,25/03/2024,24/03/2029,4
Additional HMO licence,CBC-556830508162,"53, Paget Street, Loughborough, LE11 5DT",1.0003E+11,20/12/2023,19/12/2028,3
Additional HMO licence,CBC-555505675920,"54, Paget Street, Loughborough, LE11 5DT",1.0003E+11,20/03/2024,19/03/2029,3
Additional HMO licence,CBC-115481497437,"79, Paget Street, Loughborough, LE11 5DT",1.0003E+11,26/02/2024,25/02/2029,4
Additional HMO licence,CBC-702660949718,"15, Oaklands Avenue, Loughborough, LE11 3JF",1.0003E+11,12/09/2024,11/09/2029,4
Additional HMO licence,CBC-048691931485,"33, Oaklands Avenue, Loughborough, LE11 3JF",1.0003E+11,18/04/2024,17/04/2029,3
Additional HMO licence,CBC-101792831689,"10, Oliver Road, Loughborough, LE11 2BZ",1.0003E+11,23/02/2024,22/02/2029,5
Additional HMO licence,CBC-933055841397,"99, Paget Street, Loughborough, LE11 5DT",1.0003E+11,02/11/2023,01/11/2028,3
Additional HMO licence,CBC-316852274905,"118, Paget Street, Loughborough, LE11 5DU",1.0003E+11,21/12/2023,20/12/2028,4
Additional HMO licence,CBC-180980724643,"120, Paget Street, Loughborough, LE11 5DU",1.0003E+11,03/11/2023,02/11/2028,4
Additional HMO licence,CBC-982245237304,"125, Paget Street, Loughborough, LE11 5DU",1.0003E+11,16/10/2023,15/10/2028,4
Additional HMO licence,CBC-015201467306,"81, Ratcliffe Road, Loughborough, LE11 1LG",1.0003E+11,21/03/2024,20/03/2029,4
Additional HMO licence,CBC-666729479090,"50, Rydal Avenue, Loughborough, LE11 3RX",1.0003E+11,07/12/2023,06/12/2028,4
Additional HMO licence,CBC-304326489799,"31, Station Street, Loughborough, LE11 5ED",1.0003E+11,04/03/2024,03/03/2029,4
Additional HMO licence,CBC-244959048380,"64, Station Street, Loughborough, LE11 5EE",1.0003E+11,26/02/2024,25/02/2029,4
Additional HMO licence,CBC-712994799330,"71, Station Street, Loughborough, LE11 5EE",1.0003E+11,26/02/2024,25/02/2029,4
Additional HMO licence,CBC-342775530857,"29, Storer Road, Loughborough, LE11 5EQ",1.0003E+11,26/02/2024,25/02/2029,4
Additional HMO licence,CBC-905471987533,"103, Storer Road, Loughborough, LE11 5EH",1.0003E+11,17/10/2023,16/10/2028,3
Additional HMO licence,CBC-659709368104,"107, Storer Road, Loughborough, LE11 5EH",1.0003E+11,31/10/2023,30/10/2028,4
Additional HMO licence,CBC-561928625124,"23, Rupert Brooke Road, Loughborough, LE11 4NJ",1.0003E+11,28/02/2024,27/02/2029,4
Additional HMO licence,CBC-133539719253,"64, Toothill Road, Loughborough, LE11 1PW",1.0003E+11,04/03/2024,03/03/2029,4
Additional HMO licence,CBC-699897044333,"2, Wordsworth Road, Loughborough, LE11 4LQ",1.0003E+11,29/01/2024,28/01/2029,3
Additional HMO licence,CBC-652583517579,"12, William Street, Loughborough, LE11 3BZ",1.0003E+11,05/04/2024,04/04/2029,4
